address,current_name,glabel,name_layer,aliases,insns,src_location,origin,tier,evidence,action,proposed_name,queued
0x8007D3D4,func_8007D3D4,func_8007D3D4,glabel,,9,src/display.c:853,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8007D3F8,gpu_helper,func_8007D3F8,named_syms.txt/symbol_addrs.txt alias only,gpu_helper_8007D3F8,184,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,yes
0x8007D6D8,func_8007D6D8,func_8007D6D8,glabel,,187,src/display.c:861,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,yes
0x8007D9C4,gpu_helper,func_8007D9C4,named_syms.txt/symbol_addrs.txt alias only,gpu_helper_8007D9C4,87,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007DB20,gpu_helper,func_8007DB20,named_syms.txt/symbol_addrs.txt alias only,gpu_helper_8007DB20,82,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007DC68,motion_LoadPreCalcData_8007DC68,motion_LoadPreCalcData_8007DC68,glabel,gpu_vcount_init_8007DC68;motion_LoadPreCalcData_8007DC68,13,src/display.c:715,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2512 /* MISNAMED: not motion-pre-calc; sets g_gpu_vcount = sys_VSync(-1) + 0xF0 */; body at src/display.c:715,RESET,,
0x8007DC9C,gpu_DrawTimeoutCheck,func_8007DC9C,named_syms.txt/symbol_addrs.txt alias only,gpu_DrawTimeoutCheck,91,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; string_adjacent=debug_func_8007DC9C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,yes
0x8007DE08,func_8007DE08,func_8007DE08,glabel,,55,src/display.c:946,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8007DEE4,bb2_memset,func_8007DEE4,src/*.c definition + named_syms alias,bb2_memset_8007DEE4,11,src/display.c:944,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=high method=APPLIED-DIFFERENTLY; psyq_idiom=psyq_memset_8007DEE4; body at src/display.c:944,KEEP,,
0x8007DF10,bios_GPU_cw,bios_GPU_cw,glabel,,3,,psyq-idiom-scan,CORROBORATED,"known_psyq_stdlib.txt: bios_table_0xA0 — 3 insns, BIOS trampoline shape; canonical-asm authorized: BIOS A(0x49) trampoline (GPU_cw)",KEEP,,
0x8007DF20,math_Sin,func_8007DF20,src/*.c definition + named_syms alias,math_Sin_8007DF20,15,src/display.c:1085,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; body at src/display.c:1085,KEEP,,
0x8007DF5C,math_SinLookup,func_8007DF5C,src/*.c definition + named_syms alias,math_SinLookup_8007DF5C,36,src/display.c:1084,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; body at src/display.c:1084,KEEP,,
0x8007DFEC,math_Cos,func_8007DFEC,src/*.c definition + named_syms alias,math_Cos_8007DFEC,40,src/display.c:1110,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; body at src/display.c:1110,KEEP,,
0x8007E08C,D_8007E08C,D_8007E08C,glabel,,2,,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8007E094,gte_set_projection_params,func_8007E094,named_syms.txt/symbol_addrs.txt alias only,gte_set_projection_params_8007E094,32,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E094; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E11C,math_Sqrt,func_8007E11C,named_syms.txt/symbol_addrs.txt alias only,math_Sqrt_8007E11C,33,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8007E1AC,gte_gpf,func_8007E1AC,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E1AC,20,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E1AC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E1FC,gte_gpf,func_8007E1FC,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E1FC,20,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E1FC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E24C,gte_gpf,func_8007E24C,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E24C,34,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E24C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E2D4,gte_gpf,func_8007E2D4,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E2D4,34,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E2D4; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E35C,gte_gpf,func_8007E35C,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E35C,24,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E35C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E3BC,gte_gpf,func_8007E3BC,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_8007E3BC,31,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007E3BC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E43C,math_helper,func_8007E43C,named_syms.txt/symbol_addrs.txt alias only,math_helper_8007E43C,37,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8007E4DC,tanren_helper,func_8007E4DC,named_syms.txt/symbol_addrs.txt alias only,tanren_helper_8007E4DC,67,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007E4DC,KEEP,,
0x8007E5EC,gte_mvmva,func_8007E5EC,named_syms.txt/symbol_addrs.txt alias only,gte_mvmva_8007E5EC,88,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007E5EC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007E74C,replay_camera_helper,func_8007E74C,named_syms.txt/symbol_addrs.txt alias only,replay_camera_helper_8007E74C,88,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007E74C,KEEP,,
0x8007E8AC,motion_matrix_multiply_light,func_8007E8AC,named_syms.txt/symbol_addrs.txt alias only,motion_matrix_multiply_light_8007E8AC,12,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007E8AC,KEEP,,
0x8007E8DC,matrix_scale_3x3_rows,func_8007E8DC,named_syms.txt/symbol_addrs.txt alias only,matrix_scale_3x3_rows_8007E8DC,73,,naming-analyzer(residual_named),INFERRED,"docs/naming/residual_named.csv: confidence=medium method=manual_re; scales rows of a GTE 3x3 matrix (5-word/9-halfword packed layout m00,m01|m02,m10|m11,m12|m20,m21|m22) in place: row0*$a1[0], row1*$a1[4], row2*$a1[8], 4.12 fixed-pt (>>12)",KEEP,,
0x8007EA0C,motion_matrix_multiply_signed,func_8007EA0C,named_syms.txt/symbol_addrs.txt alias only,motion_matrix_multiply_signed_8007EA0C,78,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007EA0C,KEEP,,
0x8007EB4C,gte_mvmva,func_8007EB4C,named_syms.txt/symbol_addrs.txt alias only,gte_mvmva_8007EB4C,67,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007EB4C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007EC5C,calc_fc_frame_8007EC5C,calc_fc_frame_8007EC5C,glabel,,67,src/text1a_c.c:1156,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'MED â€” affinity match @ HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-3'; kengo_matches.csv: kengo_name=calc_fc_frame confidence=name-unique insn_diff=5 combined_score=0.07; canonical-asm authorized: Hand-coded GTE 3x3-mvmva matrix transform (display.c). 67 insns, 23 cop2 ops labeled handwritten by disassembler, hardcoded `swc2 $11` source reg, hand-scheduled pipeline. User-aut; body at src/text1a_c.c:1156",RESET,,
0x8007ED6C,tanren_helper,func_8007ED6C,named_syms.txt/symbol_addrs.txt alias only,tanren_helper_8007ED6C,20,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007ED6C,KEEP,,
0x8007EDBC,matrix_scale_3x3_cols,func_8007EDBC,named_syms.txt/symbol_addrs.txt alias only,matrix_scale_3x3_cols_8007EDBC,73,,naming-analyzer(residual_named),INFERRED,"docs/naming/residual_named.csv: confidence=medium method=manual_re; column-scale counterpart of matrix_scale_3x3_rows: col0*$a1[0], col1*$a1[4], col2*$a1[8] of the packed 3x3 matrix, 4.12 fixed-pt",KEEP,,
0x8007EEEC,gte_SetRotMatrix,func_8007EEEC,src/*.c definition + named_syms alias,gte_SetRotMatrix_8007EEEC,12,src/ings.c:79,legacy-renamer-map(verified band),CORROBORATED,"tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); canonical-asm authorized: GTE rotation-matrix loader (display.c): lw $t0..$t4, 0-16($a0) -> ctc2 $t0..$t4, $0..$4 (RT11RT12/RT13RT21/RT22RT23/RT31RT32/RT33) -> jr $ra. Pure cop2 control-reg ops, no C form. ; body at src/ings.c:79",KEEP,,
0x8007EF1C,gte_SetColorMatrix,func_8007EF1C,src/*.c definition + named_syms alias,gte_SetColorMatrix_8007EF1C,12,src/text1b.c:1194,legacy-renamer-map(verified band),CORROBORATED,"tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); canonical-asm authorized: GTE color-matrix loader (display.c): lw $t0..$t4, 0-16($a0) -> ctc2 $t0..$t4, $16..$20 -> jr $ra. Pure cop2 control-reg ops, no C form. Auto-authorized 2026-06-07.; body at src/text1b.c:1194",KEEP,,
0x8007EF4C,gte_SetTransVector,func_8007EF4C,src/*.c definition + named_syms alias,gte_SetTransVector_8007EF4C,8,src/ings.c:80,legacy-renamer-map(verified band),CORROBORATED,"tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); canonical-asm authorized: GTE translation-vector loader (display.c): lw $t0..$t2, 20-28($a0) -> ctc2 $t0..$t2, $5..$7 -> jr $ra. Auto-authorized 2026-06-06.; body at src/ings.c:80",KEEP,,
0x8007EF6C,gte_GetScreenXY,func_8007EF6C,src/*.c definition + named_syms alias,gte_GetScreenXY_8007EF6C,5,src/sound.c:890,legacy-renamer-map(verified band),CORROBORATED,"tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); canonical-asm authorized: GTE screen XY reader (display.c): 3x swc2 $17/$18/$19 to *a0/*a1/*a2 -> jr ra. Pure cop2 reg-to-mem stores of GTE result regs SX/SY/SZ, no C form (hardcoded $17/$18/$19 source regs; body at src/sound.c:890",KEEP,,
0x8007EF8C,gte_GetH,func_8007EF8C,src/*.c definition + named_syms alias,gte_GetH_8007EF8C,3,src/display.c:2448,legacy-renamer-map(verified band),CORROBORATED,tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); body at src/display.c:2448,KEEP,,
0x8007EF9C,gte_SetBackColor,func_8007EF9C,src/*.c definition + named_syms alias,gte_SetBackColor_8007EF9C,8,src/display.c:2450,legacy-renamer-map(verified band),CORROBORATED,tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); body at src/display.c:2450,KEEP,,
0x8007EFBC,gte_SetFarColor,func_8007EFBC,src/*.c definition + named_syms alias,gte_SetFarColor_8007EFBC,8,src/display.c:2458,legacy-renamer-map(verified band),CORROBORATED,tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); body at src/display.c:2458,KEEP,,
0x8007EFDC,gte_SetScreenOffset,func_8007EFDC,src/*.c definition + named_syms alias,gte_SetScreenOffset_8007EFDC,6,src/display.c:2466,legacy-renamer-map(verified band),CORROBORATED,tools/rename_funcs.py RENAMES map — 'display.c â€” GTE functions (verified via COP2 control register assignments)' (opcode-level behavioral verification recorded in the band header); body at src/display.c:2466,KEEP,,
0x8007EFFC,tslDmaDrawListDelAll,tslDmaDrawListDelAll,glabel,gte_set_proj_distance_8007EFFC,4,src/code6cac.c:139,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=tslDmaDrawListDelAll confidence=name-unique insn_diff=0 combined_score=0.02; body at src/code6cac.c:139,RESET,,
0x8007F00C,copy,func_8007F00C,named_syms.txt/symbol_addrs.txt alias only,copy_8007F00C,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007F00C,KEEP,,
0x8007F034,copy,func_8007F034,named_syms.txt/symbol_addrs.txt alias only,copy_8007F034,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_dpcl_wrapper_8007F034,KEEP,,
0x8007F05C,copy,func_8007F05C,named_syms.txt/symbol_addrs.txt alias only,copy_8007F05C,15,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_dpct_wrapper_8007F05C,KEEP,,
0x8007F098,copy,func_8007F098,named_syms.txt/symbol_addrs.txt alias only,copy_8007F098,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_intpl_wrapper_8007F098,KEEP,,
0x8007F0BC,copy,func_8007F0BC,named_syms.txt/symbol_addrs.txt alias only,copy_8007F0BC,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_sqr_wrapper_8007F0BC,KEEP,,
0x8007F0E4,copy,func_8007F0E4,named_syms.txt/symbol_addrs.txt alias only,copy_8007F0E4,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_sqr_wrapper_8007F0E4,KEEP,,
0x8007F10C,stub,func_8007F10C,named_syms.txt/symbol_addrs.txt alias only,stub_8007F10C,8,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_avsz3_wrapper_8007F10C,KEEP,,
0x8007F12C,stub,func_8007F12C,named_syms.txt/symbol_addrs.txt alias only,stub_8007F12C,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_avsz4_wrapper_8007F12C,KEEP,,
0x8007F150,gte_outerprod,func_8007F150,named_syms.txt/symbol_addrs.txt alias only,gte_outerprod_8007F150,22,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007F150; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007F1A8,gte_outerprod,func_8007F1A8,named_syms.txt/symbol_addrs.txt alias only,gte_outerprod_8007F1A8,22,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_8007F1A8; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007F200,stub,func_8007F200,named_syms.txt/symbol_addrs.txt alias only,stub_8007F200,6,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8007F21C,copy,func_8007F21C,named_syms.txt/symbol_addrs.txt alias only,copy_8007F21C,11,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtps_wrapper_8007F21C,KEEP,,
0x8007F24C,gte_rtpt,func_8007F24C,named_syms.txt/symbol_addrs.txt alias only,gte_rtpt_8007F24C,21,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtpt_wrapper_8007F24C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8007F2AC,copy,func_8007F2AC,named_syms.txt/symbol_addrs.txt alias only,copy_8007F2AC,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8007F2AC,KEEP,,
0x8007F35C,motutil_GetWalkDir,motutil_GetWalkDir,glabel,,163,src/text1b.c:4099,kengo-derived,SUSPECT,"kengo_matches.csv: kengo_name=motutil_GetWalkDir confidence=name-unique insn_diff=-13 combined_score=0.06; canonical-asm authorized: cluster sibling of func_8007F5EC (jaccard=0.68). Same 3-axis Euler skeleton, different rotation-matrix signs and output offsets. 163 insns hand-coded. Scanner STRONG 3/5; manual re; body at src/text1b.c:4099",RESET,,
0x8007F5EC,func_8007F5EC,func_8007F5EC,glabel,,163,,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8007F87C,mtx_rotate,func_8007F87C,named_syms.txt/symbol_addrs.txt alias only,mtx_rotate_8007F87C,102,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8007FA1C,func_8007FA1C,func_8007FA1C,glabel,,102,src/code6cac.c:128,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8007FBBC,md_game_helper,func_8007FBBC,named_syms.txt/symbol_addrs.txt alias only,md_game_helper_8007FBBC,102,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8007FD5C,single_game_getEnemyCharId,single_game_getEnemyCharId,glabel,,96,src/code6cac.c:86,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=single_game_getEnemyCharId confidence=name-unique insn_diff=-5 combined_score=0.01; body at src/code6cac.c:86,RESET,,
0x8007FEDC,bios_InstallHandler,func_8007FEDC,named_syms.txt/symbol_addrs.txt alias only,bios_InstallHandler_8007FEDC,39,,psyq-family-prefix,INFERRED,PsyQ family prefix ONLY (linked libs per AGENTS.md) — the name asserts a specific SDK entry point with no recorded body verification; REVIEW,KEEP,,
0x8007FF7C,cdrom_InitCallbacks,func_8007FF7C,named_syms.txt/symbol_addrs.txt alias only,cdrom_InitCallbacks_8007FF7C,38,,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13)",KEEP,,
0x80080014,motion_SavePreCalcData_80080014,motion_SavePreCalcData_80080014,glabel,bios_DeliverEvent_class3_evt20_80080014;motion_SavePreCalcData_80080014,10,src/display.c:3732,misname-flag,SUSPECT,"RECORDED CONTRADICTION: named_syms.txt:2515 /* MISNAMED: not motion-pre-calc; calls bios_DeliverEvent(0xF0000003, 0x20) */; body at src/display.c:3732",RESET,,
0x8008003C,motion_SavePreCalcData_8008003C,motion_SavePreCalcData_8008003C,glabel,bios_DeliverEvent_class3_evt40_8008003C;motion_SavePreCalcData_8008003C,10,src/display.c:3736,misname-flag,SUSPECT,"RECORDED CONTRADICTION: named_syms.txt:2516 /* MISNAMED: not motion-pre-calc; calls bios_DeliverEvent(0xF0000003, 0x40) */; body at src/display.c:3736",RESET,,
0x80080064,motion_SavePreCalcData_80080064,motion_SavePreCalcData_80080064,glabel,bios_DeliverEvent_class3_evt40_80080064;motion_SavePreCalcData_80080064,10,src/display.c:3740,misname-flag,SUSPECT,"RECORDED CONTRADICTION: named_syms.txt:2517 /* MISNAMED: not motion-pre-calc; duplicate of 0x8008003C (bios_DeliverEvent(0xF0000003, 0x40)) */; body at src/display.c:3740",RESET,,
0x8008008C,bios_DeliverEvent,bios_DeliverEvent,glabel,,4,src/display.c:15,psyq-idiom-scan,CORROBORATED,"known_psyq_stdlib.txt: bios_table_0xB0 — 4 insns, BIOS trampoline shape; mentioned in docs/naming/MISNOMERS.md — review; canonical-asm authorized: BIOS B(0x07) trampoline (DeliverEvent); body at src/display.c:15",KEEP,,
0x8008009C,cdrom_GetMode,cdrom_GetMode,glabel,get_global_8008009C,4,src/system.c:39,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/system.c:39",KEEP,,
0x800800AC,cdrom_GetReadyFlag,cdrom_GetReadyFlag,glabel,get_global_800800AC,8,src/system.c:43,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/system.c:43",KEEP,,
0x800800CC,saEft00Add_helper,func_800800CC,named_syms.txt/symbol_addrs.txt alias only,saEft00Add_helper_800800CC,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-AS-PROPOSED; sole_caller_path=saEft00Add_helper_800800CC,KEEP,,
0x800800DC,cdrom_CheckReady,cdrom_CheckReady,glabel,cdrom_CheckReady,27,src/display.c:3707,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/display.c:3707",KEEP,,
0x80080148,special_camera_clear_cdrom_irq,func_80080148,named_syms.txt/symbol_addrs.txt alias only,special_camera_clear_cdrom_irq_80080148,8,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; call_graph_cluster=special_camera_helper_80080148,KEEP,,
0x80080168,cdrom_SetDebugLevel,cdrom_SetDebugLevel,glabel,cdrom_SetDebugLevel,32,src/system.c:83,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/system.c:83",KEEP,,
0x800801E8,Vu0SetLightColMatrix_800801E8,Vu0SetLightColMatrix_800801E8,glabel,Vu0SetLightColMatrix_800801E8;cpu_side_move_dir_4_wrapper_800801E8,8,src/system.c:109,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2493 /* MISNAMED: VU0 is PS2-only; actually a 1-line wrapper of cpu_side_move_dir_4() */; body at src/system.c:109,RESET,,
0x80080208,Vu0SetLightColMatrix_80080208,Vu0SetLightColMatrix_80080208,glabel,Vu0SetLightColMatrix_80080208;marionation_Exec_wrapper_80080208,8,src/system.c:115,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2494 /* MISNAMED: VU0 is PS2-only; actually a 1-line wrapper of marionation_Exec() */; body at src/system.c:115,RESET,,
0x80080228,cdrom_SetCallbackA,cdrom_SetCallbackA,glabel,copy_80080228,6,src/display.c:3708,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/display.c:3708",KEEP,,
0x80080240,cdrom_SetCallbackB,cdrom_SetCallbackB,glabel,copy_80080240,6,src/system.c:125,psyq-family-prefix,CORROBORATED,"PsyQ libcd family; bodies spot-checked against the g_cd_index_reg/g_cd_irq_reg/g_cd_dma_ctrl register-pointer block (docs/naming/kengo-rename-audit-2026-07-13.md, apply record 2026-07-13); body at src/system.c:125",KEEP,,
