addr,current_name,aliases,proposed_name,all_sony_names,module,lib,mod_start,evidence,classification,in_main_block,queued,census_action,census_tier,census_name,name_source,note
0x80083B30,func_80083B30,spu_Reset_80083B30,SsQuit,GsSetProjection;SendPAD;SsQuit;SsSetNoiseOff,SSQUIT,LIBSND,0x80083B30,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,spu_Reset,asm/funcs glabel,"contradicting live alias(es): spu_Reset_80083B30 | 4-way tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): SSQUIT's REL26 callee SpuQuit lands on its placed address 0x800892F8; SEND CONTRADICTED (+0x8 jal->0x800892F8 but _SendPAD placed at 0x80079000); GS_106 CONTRADICTED (SetGeomScreen placed at 0x8007EFFC); SSNOFF unverifiable; LIBGS not linked and the rival candidates take arguments the placed code never touches"
0x80083B50,func_80083B50,spu_SetVolume_80083B50,SsSetSerialAttr,SsSetSerialAttr,SSSATTR,LIBSND,0x80083B50,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_SetVolume,asm/funcs glabel,contradicting live alias(es): spu_SetVolume_80083B50
0x80083BE4,func_80083BE4,,SsSetMVol,SsSetMVol,SSSMV,LIBSND,0x80083BE4,libscan-verbatim,FILL,True,,KEEP,AUTO,func_80083BE4,asm/funcs glabel,
0x80083C34,func_80083C34,,,_SsStart,SSSTART,LIBSND,0x80083C34,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,saTan5TakeAnim2_2,asm/funcs glabel,"OBJ local symbol _SsStart (module-local static, NOT an exported name); propose nothing"
0x80083E9C,func_80083E9C,,SsStart,SsStart,SSSTART,LIBSND,0x80083C34,libscan-verbatim,FILL,True,,RESET,SUSPECT,DispStuff,asm/funcs glabel,
0x800848AC,func_800848AC,,_SsSndPause,_SsSndPause,PAUSE,LIBSND,0x800848AC,libscan-verbatim,FILL,True,,KEEP,AUTO,func_800848AC,asm/funcs glabel,
0x80084948,func_80084948,saTan4GaugeInit_wrapper_80084948,_SsSndPlay,_SsSndPlay,PLAY,LIBSND,0x80084948,libscan-verbatim,RESOLVED_LAYOUT,True,,KEEP,INFERRED,saTan4GaugeInit_wrapper,asm/funcs glabel,"contradicting live alias(es): saTan4GaugeInit_wrapper_80084948 | double placement resolved by module-span layout (ambiguous_resolutions.md): PLAY's callee _SsSeqPlay is MIDIREAD's offset-0 XDEF; with PLAY here, MIDIREAD spans 0x80084974-0x80085068 ending at the placed MIDITIME (4-byte version skew); with PLAY at 0x8008541C MIDIREAD would swallow the independently placed SSSV and SSTICK — impossible. 0x8008541C is SSSTOP's SsSepStop wrapper (dead: zero refs)"
0x80084974,func_80084974,,_SsSeqPlay,_SsSeqPlay,MIDIREAD,LIBSND,0x80084974,libscan-reloc,RELOC_CHAIN_ID,True,yes:active,,,,asm/funcs glabel,"bonus ID from the placed PLAY module's reloc chain (ambiguous_resolutions.md): PLAY defines _SsSndPlay at offset 0 and its sole REL26 reloc names _SsSeqPlay, MIDIREAD's offset-0 XDEF; placed PLAY at 0x80084948 jals 0x80084974, so _SsSeqPlay = 0x80084974. MIDIREAD itself is NOT byte-verbatim (known LIBSND version skew) — the identity comes from Sony's own reloc record, not a byte match. LIVE QUEUE ITEM (active): the wave rewrites the queue key and any memory/grind ledger dir"
0x80085064,func_80085064,seq_channel_byte_advance_80085064,_SsReadDeltaValue,_SsReadDeltaValue,MIDITIME,LIBSND,0x80085064,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,seq_channel_byte_advance,asm/funcs glabel,contradicting live alias(es): seq_channel_byte_advance_80085064
0x80085114,func_80085114,seq_channel_state_init_80085114,_SsSndNextSep,_SsSndNextSep,NEXT,LIBSND,0x80085114,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,seq_channel_state_init,asm/funcs glabel,contradicting live alias(es): seq_channel_state_init_80085114
0x80085210,func_80085210,,_SsSndReplay,_SsSndReplay,REPLAY,LIBSND,0x80085210,libscan-verbatim,FILL,True,,KEEP,AUTO,func_80085210,asm/funcs glabel,
0x8008541C,func_8008541C,,SsSepStop,SsSepStop,SSSTOP,LIBSND,0x80085270,libscan-reloc,RESOLVED_LAYOUT,True,,,,,build/bb2.map (decompiled in src/),"was the PLAY double-placement false hit; actually SSSTOP's tail wrapper (ambiguous_resolutions.md): SSSTOP XDEF SsSepStop at lib offset 0x1B4 places at +0x1AC (uniform 8-byte version-skew shortfall in _SsSndStop); body confirmed in src/main.c:694 — sign-extends two shorts and forwards both to _SsSndStop (SsSepStop(sep,seq)); the two-short forwarder shape is what produced the false PLAY hit"
0x80085270,func_80085270,spu_channel_reset_80085270,_SsSndStop,_SsSndStop,SSSTOP,LIBSND,0x80085270,libscan-reloc,RELOC_CHAIN_ID,True,,,,,asm/funcs glabel,"bonus ID from layout + SSSTOP's XDEF table (ambiguous_resolutions.md): SSSTOP occupies 0x80085270-0x80085448 (after placed REPLAY, before placed SSSV) with _SsSndStop at offset 0, SsSeqStop at +0x184 (lib 0x18C) and SsSepStop at +0x1AC (lib 0x1B4) — a uniform 8-byte version-skew shortfall in _SsSndStop with the two wrappers identical. Retires the contradicting alias spu_channel_reset_80085270"
0x800853F4,func_800853F4,,SsSeqStop,SsSeqStop,SSSTOP,LIBSND,0x80085270,libscan-reloc,RELOC_CHAIN_ID,True,,,,,build/bb2.map (decompiled in src/),"bonus ID, same SSSTOP layout chain as 0x80085270: SsSeqStop XDEF at lib offset 0x18C places at +0x184; body confirmed in src/main.c:690 — sign-extends one short and calls _SsSndStop(seq, 0), exactly SsSeqStop(seq)"
0x80085448,func_80085448,,SsSetSerialVol,SsSetSerialVol,SSSV,LIBSND,0x80085448,libscan-verbatim,FILL,True,,KEEP,AUTO,func_80085448,asm/funcs glabel,
0x80085544,func_80085544,,SsSetTickMode,SsSetTickMode,SSTICK,LIBSND,0x80085544,libscan-verbatim,FILL,True,,RESET,SUSPECT,SetBloodSpot,asm/funcs glabel,
0x800856B0,func_800856B0,DispStuff_helper_800856B0,_SsSndTempo,_SsSndTempo,TEMPO,LIBSND,0x800856B0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,DispStuff_helper,asm/funcs glabel,contradicting live alias(es): DispStuff_helper_800856B0
0x800859F0,func_800859F0,,SsUtGetVBaddrInSB,SsUtGetVBaddrInSB,UT_GVBA,LIBSND,0x800859F0,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslglobalmemfree_helper,asm/funcs glabel,
0x80085E4C,func_80085E4C,obj_SetControlData_80085E4C,SsUtSetReverbDepth,SsUtSetReverbDepth,UT_RDEP,LIBSND,0x80085E4C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,obj_SetControlData,asm/funcs glabel,contradicting live alias(es): obj_SetControlData_80085E4C
0x80085EE4,func_80085EE4,obj_SetReverbValue_80085EE4,SsUtSetReverbType,SsUtSetReverbType,UT_REV,LIBSND,0x80085EE4,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,obj_SetReverbValue,asm/funcs glabel,contradicting live alias(es): obj_SetReverbValue_80085EE4
0x80085F88,spu_GetReverbMode,,SsUtGetReverbType,SsUtGetReverbType,UT_REV,LIBSND,0x80085EE4,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80085F98,func_80085F98,obj_ResetReverbMode_80085F98,SsUtReverbOff,SpuInit;SsUtReverbOff,UT_ROFF,LIBSND,0x80085F98,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,obj_ResetReverbMode,asm/funcs glabel,"contradicting live alias(es): obj_ResetReverbMode_80085F98 | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): UT_ROFF's REL26 callee SpuSetReverb lands on its placed address 0x80089D60 (arg 0 clears SPUCNT bit 7, the reverb enable); S_I CONTRADICTED (+0x8 jal->0x80089D60 but _SpuInit placed at 0x800885CC)"
0x80085FB8,func_80085FB8,mario_helper_80085FB8,SsUtReverbOn,SpuInitHot;SsUtReverbOn,UT_RON,LIBSND,0x80085FB8,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,mario_helper,asm/funcs glabel,"contradicting live alias(es): mario_helper_80085FB8 | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): UT_RON's REL26 callee SpuSetReverb lands on its placed address 0x80089D60 (arg 1 sets the reverb enable); S_IH CONTRADICTED (+0x8 jal->0x80089D60 but _SpuInit placed at 0x800885CC). NOTE the asm/funcs file spans 0x80085FB8-0x8008612C: only the first 8 words are SsUtReverbOn; the tail is further LIBSND UT_* code with no glabel (span-larger-than-name, boundary_fixes.md class)"
0x80086BFC,func_80086BFC,,note2pitch2,note2pitch2,VM_N2P,LIBSND,0x80086B38,libscan-verbatim,FILL,True,,RESET,SUSPECT,disp_mario_jimaku2,asm/funcs glabel,
0x80087E3C,func_80087E3C,,_SsVmVSetUp,_SsVmVSetUp,VM_VSU,LIBSND,0x80087E3C,libscan-verbatim,FILL,True,,RESET,SUSPECT,AddTbpOfst,asm/funcs glabel,
0x80087F00,func_80087F00,memcard_SetData_80087F00,SsSetAutoKeyOffMode,SsSetAutoKeyOffMode,VS_AUTO,LIBSND,0x80087F00,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,memcard_SetData,asm/funcs glabel,contradicting live alias(es): memcard_SetData_80087F00
0x80087F10,memcard_SetBusy,,SsSetMono,SsSetMono,VS_MONO,LIBSND,0x80087F10,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80087F24,func_80087F24,memcard_ClearBusy_80087F24,SsSetStereo,SsSetStereo,VS_MONO,LIBSND,0x80087F10,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,memcard_ClearBusy,asm/funcs glabel,contradicting live alias(es): memcard_ClearBusy_80087F24
0x80087F34,func_80087F34,memcard_SetSlot_80087F34;memcard_SetSlot,SsSetReservedVoice,SsSetReservedVoice,VS_SRV,LIBSND,0x80087F34,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,memcard_SetSlot,asm/funcs glabel,contradicting live alias(es): memcard_SetSlot_80087F34;memcard_SetSlot
0x80087F64,func_80087F64,snd_ChannelDmaFlush,SsVabClose,SsVabClose,VS_VAB,LIBSND,0x80087F64,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,snd_ChannelDmaFlush,asm/funcs glabel,contradicting live alias(es): snd_ChannelDmaFlush
0x80087FE8,func_80087FE8,,SsVabFakeBody,SsVabFakeBody,VS_VFB,LIBSND,0x80087FE8,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslCDFileRead,asm/funcs glabel,
0x80088058,func_80088058,,SsVabOpenHead,SsVabOpenHead,VS_VH,LIBSND,0x80088058,libscan-verbatim,FILL,True,,,,,build/bb2.map (decompiled in src/),
0x80088088,func_80088088,,SsVabOpenHeadSticky,SsVabOpenHeadSticky,VS_VH,LIBSND,0x80088058,libscan-verbatim,FILL,True,,RESET,SUSPECT,coli_CheckBukiPreHit_80088088,asm/funcs glabel,
0x800880B8,func_800880B8,,SsVabFakeHead,SsVabFakeHead,VS_VH,LIBSND,0x80088058,libscan-verbatim,FILL,True,,RESET,SUSPECT,coli_CheckBukiPreHit_800880B8,asm/funcs glabel,
0x800880E8,func_800880E8,,,SsVabOpenHeadWithMode,VS_VH,LIBSND,0x80088058,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,saTan2Main,asm/funcs glabel,"OBJ local symbol SsVabOpenHeadWithMode (module-local static, NOT an exported name); propose nothing"
0x800884C4,func_800884C4,,SsVabTransBody,SsVabTransBody,VS_VTB,LIBSND,0x800884C4,libscan-verbatim,FILL,True,,KEEP,AUTO,func_800884C4,asm/funcs glabel,
0x80088584,func_80088584,,SsVabTransCompleted,SsVabTransCompleted,VS_VTC,LIBSND,0x80088584,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslglobalmemfree_helper,asm/funcs glabel,
0x800885AC,func_800885AC,spu_Init_800885AC;spu_Init,SpuInit,SpuInit;SsUtReverbOff,S_I,LIBSPU,0x800885AC,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,spu_Init,asm/funcs glabel,"contradicting live alias(es): spu_Init_800885AC;spu_Init | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): S_I's REL26 callee _SpuInit lands on its placed address 0x800885CC; UT_ROFF CONTRADICTED (+0x8 jal->0x800885CC but SpuSetReverb placed at 0x80089D60). Independently corroborated by SSINIT_C's reloc chain at 0x80083A18, which requires SpuInit at exactly 0x800885AC"
0x800885CC,func_800885CC,spu_helper_800885CC,_SpuInit,_SpuInit,S_INI,LIBSPU,0x800885CC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_helper,asm/funcs glabel,contradicting live alias(es): spu_helper_800885CC
0x800886C4,func_800886C4,bios_helper_800886C4,SpuStart,SpuStart,S_INI,LIBSPU,0x800885CC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,bios_helper,asm/funcs glabel,contradicting live alias(es): bios_helper_800886C4
0x80088740,func_80088740,spu_FlushVoiceChannels,_spu_init,_spu_init,SPU,LIBSPU,0x80088740,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_FlushVoiceChannels,asm/funcs glabel,contradicting live alias(es): spu_FlushVoiceChannels
0x800889D4,func_800889D4,,,_spu_FwriteByIO,SPU,LIBSPU,0x80088740,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,RESET,SUSPECT,DispUpdateStatusMessage,asm/funcs glabel,"OBJ local symbol _spu_FwriteByIO (module-local static, NOT an exported name); propose nothing"
0x80088D0C,func_80088D0C,,_spu_t,_spu_t,SPU,LIBSPU,0x80088740,libscan-verbatim,FILL,True,,RESET,SUSPECT,saTan0GaugeDraw,asm/funcs glabel,
0x80088F9C,func_80088F9C,spu_helper_80088F9C,_spu_Fw,_spu_Fw,SPU,LIBSPU,0x80088740,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_helper,asm/funcs glabel,contradicting live alias(es): spu_helper_80088F9C
0x80089024,func_80089024,spu_helper_80089024,_spu_Fr,_spu_Fr,SPU,LIBSPU,0x80088740,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_helper,asm/funcs glabel,contradicting live alias(es): spu_helper_80089024
0x8008908C,spu_WriteReg,,_spu_FsetRXX,_spu_FsetRXX,SPU,LIBSPU,0x80088740,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,spu_WriteReg,asm/funcs glabel,
0x800890D4,func_800890D4,,_spu_FsetRXXa,_spu_FsetRXXa,SPU,LIBSPU,0x80088740,libscan-verbatim,FILL,True,,RESET,SUSPECT,saTan1SyuryoDraw,asm/funcs glabel,
0x80089178,func_80089178,,_spu_FgetRXXa,_spu_FgetRXXa,SPU,LIBSPU,0x80088740,libscan-verbatim,FILL,True,,,,,build/bb2.map (decompiled in src/),
0x800891B4,func_800891B4,,_spu_FsetPCR,_spu_FsetPCR,SPU,LIBSPU,0x80088740,libscan-verbatim,FILL,True,,,,,build/bb2.map (decompiled in src/),
0x80089214,spu_ReadStatus,copy_80089214,,_spu_FsetDelayW,SPU,LIBSPU,0x80088740,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,spu_ReadStatus,asm/funcs glabel,"OBJ local symbol _spu_FsetDelayW (module-local static, NOT an exported name); propose nothing"
0x80089240,spu_ReadReg,copy_80089240,,_spu_FsetDelayR,SPU,LIBSPU,0x80088740,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,spu_ReadReg,asm/funcs glabel,"OBJ local symbol _spu_FsetDelayR (module-local static, NOT an exported name); propose nothing"
0x8008926C,spu_WriteReg16,,_spu_Fw1ts,_spu_Fw1ts,SPU,LIBSPU,0x80088740,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,spu_WriteReg16,asm/funcs glabel,
0x800892D4,func_800892D4,irq_AcknowledgeVblank_wrapper_800892D4,_SpuDataCallback,_SpuDataCallback,S_DCB,LIBSPU,0x800892D4,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_AcknowledgeVblank_wrapper,asm/funcs glabel,contradicting live alias(es): irq_AcknowledgeVblank_wrapper_800892D4
0x800892F8,func_800892F8,bios_helper_800892F8,SpuQuit,SpuQuit,S_Q,LIBSPU,0x800892F8,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,bios_helper,asm/funcs glabel,contradicting live alias(es): bios_helper_800892F8
0x80089374,bios_DisableEvent,,DisableEvent,DisableEvent,A13,LIBAPI,0x80089374,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_DisableEvent,asm/funcs glabel,
0x80089384,spu_IrqHandler,,SpuInitMalloc,SpuInitMalloc,S_M_INIT,LIBSPU,0x80089384,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,spu_IrqHandler,asm/funcs glabel,
0x800893D8,func_800893D8,,SpuMalloc,SpuMalloc,S_M_M,LIBSPU,0x800893D8,libscan-verbatim,FILL,True,,RESET,SUSPECT,coli_HitPauseKatana,asm/funcs glabel,
0x800896A0,func_800896A0,,_spu_gcSPU,_spu_gcSPU,S_M_INT,LIBSPU,0x800896A0,libscan-verbatim,FILL,True,yes:active,RESET,SUSPECT,exec_game,asm/funcs glabel,
0x800899A8,func_800899A8,snd_helper_800899A8,SpuFree,SpuFree,S_M_F,LIBSPU,0x800899A8,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,snd_helper,asm/funcs glabel,contradicting live alias(es): snd_helper_800899A8
0x80089A24,spu_WaitReady,coli_HitPauseKatana_2_wrapper_80089A24,SpuSetNoiseVoice,SpuSetNoiseVoice,S_SNV,LIBSPU,0x80089A24,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,spu_WaitReady,asm/funcs glabel,contradicting live alias(es): coli_HitPauseKatana_2_wrapper_80089A24
0x80089D10,func_80089D10,allocbukirmd_helper_80089D10,SpuSetNoiseClock,SpuSetNoiseClock,S_SNC,LIBSPU,0x80089D10,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,allocbukirmd_helper,asm/funcs glabel,contradicting live alias(es): allocbukirmd_helper_80089D10
0x80089D60,func_80089D60,,SpuSetReverb,SpuSetReverb,S_SR,LIBSPU,0x80089D60,libscan-verbatim,FILL,True,,RESET,SUSPECT,saEft03Start2,asm/funcs glabel,
0x80089E30,func_80089E30,,_SpuIsInAllocateArea,_SpuIsInAllocateArea,S_M_UTIL,LIBSPU,0x80089E30,libscan-verbatim,FILL,True,,KEEP,AUTO,func_80089E30,asm/funcs glabel,
0x80089EB0,func_80089EB0,,_SpuIsInAllocateArea_,_SpuIsInAllocateArea_,S_M_UTIL,LIBSPU,0x80089E30,libscan-verbatim,FILL,True,,RESET,SUSPECT,action_check_defense2,asm/funcs glabel,
0x80089F3C,func_80089F3C,obj_helper_80089F3C,SpuSetReverbModeParam,SpuSetReverbModeParam,S_SRMP,LIBSPU,0x80089F3C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,obj_helper,asm/funcs glabel,contradicting live alias(es): obj_helper_80089F3C
0x8008A434,func_8008A434,,_spu_setReverbAttr,_spu_setReverbAttr,S_SRA,LIBSPU,0x8008A434,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008A434,asm/funcs glabel,
0x8008A904,func_8008A904,,SpuSetReverbVoice,SpuSetReverbVoice,S_SRV,LIBSPU,0x8008A904,libscan-verbatim,FILL,True,,RESET,SUSPECT,coli_HitPauseKatana_3,asm/funcs glabel,
0x8008A928,func_8008A928,,SpuClearReverbWorkArea,SpuClearReverbWorkArea,S_CRWA,LIBSPU,0x8008A928,libscan-verbatim,FILL,True,,RESET,SUSPECT,md_game_check_change_main_mode_katinuki,asm/funcs glabel,
0x8008AAC4,func_8008AAC4,,WaitEvent,WaitEvent,A10,LIBAPI,0x8008AAC4,libscan-verbatim,FILL,True,,RESET,SUSPECT,CheckFadeEnd,asm/funcs glabel,
0x8008AAD4,func_8008AAD4,action_apply_hit_flags_8008AAD4,SpuSetKey,SpuSetKey,S_SK,LIBSPU,0x8008AAD4,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,action_apply_hit_flags,asm/funcs glabel,contradicting live alias(es): action_apply_hit_flags_8008AAD4
0x8008ACD0,func_8008ACD0,,SpuGetKeyStatus,SpuGetKeyStatus,S_GKS,LIBSPU,0x8008ACD0,libscan-verbatim,FILL,True,,RESET,SUSPECT,coli_calc_motion2,asm/funcs glabel,
0x8008AD64,func_8008AD64,spu_TransferDirect_capped,SpuRead,SpuRead;SpuWrite,S_R,LIBSPU,0x8008AD64,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,spu_TransferDirect_capped,asm/funcs glabel,"contradicting live alias(es): spu_TransferDirect_capped | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): S_R's REL26 callee _spu_Fr lands on its placed address 0x80089024; S_W CONTRADICTED (+0x28 jal->0x80089024 but _spu_Fw placed at 0x80088F9C). Corroborated by LIBSPU archive link-order (S_GKS 49 < S_R 52 < S_W 53 < S_STSA 55) and shared-global reloc offsets for _spu_transferCallback/_spu_inTransfer"
0x8008ADC4,func_8008ADC4,spu_TransferData_capped,SpuWrite,SpuRead;SpuWrite,S_W,LIBSPU,0x8008ADC4,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,spu_TransferData_capped,asm/funcs glabel,"contradicting live alias(es): spu_TransferData_capped | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically): S_W's REL26 callee _spu_Fw lands on its placed address 0x80088F9C; S_R CONTRADICTED (+0x28 jal->0x80088F9C but _spu_Fr placed at 0x80089024). _spu_Fw confirmed behaviourally: branches on _spu_transferMode and diverts to the CPU->SPU I/O FIFO path, which only exists for writes"
0x8008AE24,func_8008AE24,,SpuSetTransferStartAddr,SpuSetTransferStartAddr,S_STSA,LIBSPU,0x8008AE24,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008AE24,asm/funcs glabel,
0x8008AE7C,func_8008AE7C,set_global_8008AE7C,SpuSetTransferMode,SpuSetTransferMode,S_STM,LIBSPU,0x8008AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,set_global,asm/funcs glabel,contradicting live alias(es): set_global_8008AE7C
0x8008AEB0,func_8008AEB0,,SpuIsTransferCompleted,SpuIsTransferCompleted,S_ITC,LIBSPU,0x8008AEB0,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008AEB0,asm/funcs glabel,
0x8008AF58,func_8008AF58,,_spu_setInTransfer,_spu_setInTransfer,S_IT,LIBSPU,0x8008AF58,libscan-verbatim,FILL,True,,RESET,SUSPECT,ReturnVSMode,asm/funcs glabel,
0x8008AF84,func_8008AF84,satan_state_toggle_wrapper_8008AF84,_spu_getInTransfer,_spu_getInTransfer,S_IT,LIBSPU,0x8008AF58,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,satan_state_toggle_wrapper,asm/funcs glabel,contradicting live alias(es): satan_state_toggle_wrapper_8008AF84
0x8008AF9C,func_8008AF9C,spu_helper_8008AF9C,SpuSetCommonAttr,SpuSetCommonAttr,S_SCA,LIBSPU,0x8008AF9C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,spu_helper,asm/funcs glabel,contradicting live alias(es): spu_helper_8008AF9C
0x8008B400,func_8008B400,,SpuGetAllKeysStatus,SpuGetAllKeysStatus,SR_GAKS,LIBSPU,0x8008B330,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008B400,asm/funcs glabel,
0x8008BB24,func_8008BB24,satan_angle_interpolation_8008BB24,_spu_note2pitch,_spu_note2pitch,S_N2P,LIBSPU,0x8008BA94,libscan-verbatim,CONTRADICTED_ALIAS,True,yes:active,KEEP,INFERRED,satan_angle_interpolation,asm/funcs glabel,contradicting live alias(es): satan_angle_interpolation_8008BB24
0x8008BC60,func_8008BC60,,_spu_pitch2note,_spu_pitch2note,S_N2P,LIBSPU,0x8008BA94,libscan-verbatim,FILL,True,yes:active,KEEP,INFERRED,func,asm/funcs glabel,
0x8008BD88,func_8008BD88,,SpuGetVoiceVolume,SpuGetVoiceVolume,S_GVV,LIBSPU,0x8008BD88,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008BD88,asm/funcs glabel,
0x8008BDE8,func_8008BDE8,action_read_spu_voice_8008BDE8,SpuGetVoiceEnvelope,SpuGetVoiceEnvelope,S_GVEX,LIBSPU,0x8008BDE8,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,action_read_spu_voice,asm/funcs glabel,contradicting live alias(es): action_read_spu_voice_8008BDE8
0x8008BE04,func_8008BE04,dev_AddDevice_8008BE04,AddCOMB,AddCOMB,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,dev_AddDevice,asm/funcs glabel,contradicting live alias(es): dev_AddDevice_8008BE04
0x8008BE4C,func_8008BE4C,,DelCOMB,DelCOMB,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008BE4C,asm/funcs glabel,
0x8008BE9C,func_8008BE9C,,ChangeClearSIO,ChangeClearSIO,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,FILL,True,,,,,build/bb2.map (decompiled in src/),
0x8008BEA4,func_8008BEA4,,,SioAnsyncRead,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,AUTO,func_8008BEA4,asm/funcs glabel,"OBJ local symbol SioAnsyncRead (module-local static, NOT an exported name); propose nothing"
0x8008BF04,func_8008BF04,,,SioSyncroRead,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,RESET,SUSPECT,cpu_side_move_dir_3,asm/funcs glabel,"OBJ local symbol SioSyncroRead (module-local static, NOT an exported name); propose nothing"
0x8008C184,func_8008C184,,,SioAnsyncWrite,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,AUTO,func_8008C184,asm/funcs glabel,"OBJ local symbol SioAnsyncWrite (module-local static, NOT an exported name); propose nothing"
0x8008C1E8,func_8008C1E8,,,SioSyncroWrite,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,RESET,SUSPECT,SetPacketData,asm/funcs glabel,"OBJ local symbol SioSyncroWrite (module-local static, NOT an exported name); propose nothing"
0x8008C464,func_8008C464,bios_helper_8008C464,_comb_control,_comb_control,COMB,LIBCOMB,0x8008BE04,libscan-verbatim,CONTRADICTED_ALIAS,True,yes:active,KEEP,INFERRED,bios_helper,asm/funcs glabel,contradicting live alias(es): bios_helper_8008C464
0x8008D050,bios_AddDevice_B,,AddDrv,AddDrv,A71,LIBAPI,0x8008D050,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_AddDevice_B,asm/funcs glabel,
0x8008D060,func_8008D060,,DelDrv,DelDrv,A72,LIBAPI,0x8008D060,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8008D060,asm/funcs glabel,
